Index,budget,revenue,original_title,release_year,genres
8204,0,442965,The Last Supper,1995,"Thriller, Crime, Comedy, Drama"
8205,0,0,3 Ninjas Knuckle Up,1995,"Family, Adventure, Action, Comedy"
8206,0,0,The Addiction,1995,"Drama, Horror"
8207,12000000,27400000,Now and Then,1995,"Comedy, Family, Drama"
8208,0,0,Citizen X,1995,"Crime, Drama, History"
8209,0,17014653,Jury Duty,1995,"Drama, Thriller, Action, Comedy"
8210,0,0,Problem Child 3,1995,"Fantasy, Comedy"
8211,0,106269971,Mr. Holland's Opus,1995,"Family, Drama"
8212,19000000,0,Restoration,1995,"Romance, Drama"
8213,0,0,Far from Home: The Adventures of Yellow Dog,1995,"Drama, Family, Adventure, Action"
8214,0,0,The Amazing Panda Adventure,1995,"Family, Adventure, Drama, Action"
8215,45000000,0,The Indian in the Cupboard,1995,"Adventure, Family, Fantasy"
8216,0,180000000,Dangerous Minds,1995,"Drama, Crime"
8217,0,0,Persuasion,1995,"Romance, Drama"
8218,0,0,Land and Freedom,1995,"Romance, Drama, History, War"
8219,0,0,Haunted,1995,"Horror, Mystery, Foreign"
8220,16000000,81452156,Waiting to Exhale,1995,"Comedy, Drama, Romance"
8221,0,0,A Personal Journey with Martin Scorsese Through American Movies,1995,Documentary
8222,35000000,15000000,Le Hussard sur le toit,1995,"War, Romance, Drama, Adventure"
8223,0,0,Bye Bye Love,1995,"Romance, Comedy"
8224,10000000,23574130,How To Make An American Quilt,1995,"Romance, Drama"
8226,6400000,6,Never Talk to Strangers,1995,"Romance, Thriller"
8227,0,38290723,Higher Learning,1995,"Drama, Romance, Crime"
8228,0,0,Leprechaun 3,1995,"Horror, Comedy, Fantasy"
8229,25000000,13071518,Clockers,1995,"Drama, Crime, Mystery"
8230,0,0,Darkman II: The Return of Durant,1995,"Action, Science Fiction, Thriller, Adventure"
8231,0,0,ç»™çˆ¸çˆ¸çš„ä¿¡,1995,"Action, Thriller, Crime"
8232,0,0,Last of the Dogmen,1995,"Western, Action, Mystery, Thriller, Adventure"
8233,8000000,0,White Man's Burden,1995,Drama
8235,6,11,Tales from the Hood,1995,"Thriller, Horror"
8236,0,0,Forget Paris,1995,"Romance, Comedy, Drama"
8237,0,0,The Doom Generation,1995,"Action, Comedy, Drama, Crime"
8238,0,0,Man of the House,1995,"Family, Action, Comedy"
8239,13365000,0,Le Bonheur est dans le prÃ©,1995,Comedy
8242,1200000,14661007,Reservoir Dogs,1992,"Thriller, Crime"
8243,28000000,504050219,Aladdin,1992,"Adventure, Comedy, Animation, Fantasy, Family"
8244,18000000,358991681,Home Alone 2: Lost In New York,1992,"Family, Adventure, Crime, Comedy"
8245,80000000,280000000,Batman Returns,1992,"Fantasy, Action, Science Fiction, Thriller, Crime"
8246,50000000,159773545,AlienÂ³,1992,"Science Fiction, Horror, Action"
8247,35000000,321731527,Lethal Weapon 3,1992,"Comedy, Thriller, Crime, Adventure, Action"
8248,40000000,215862692,Dracula,1992,"Horror, Romance"
8249,11000000,0,Army of Darkness,1992,"Comedy, Horror, Fantasy"
8250,35000000,156563139,Under Siege,1992,"Thriller, Action"
8251,0,0,Death Becomes Her,1992,"Fantasy, Comedy"
8252,40000000,243240178,A Few Good Men,1992,"Thriller, Drama"
8253,20000000,121697323,Wayne's World,1992,Comedy
8254,0,147214049,Beethoven,1992,"Comedy, Family"
8255,49000000,352927224,Basic Instinct,1992,"Thriller, Mystery"
8256,23000000,0,Universal Soldier,1992,"Action, Thriller, Crime, Science Fiction"
8257,12500000,10725228,Glengarry Glen Ross,1992,"Crime, Drama, Mystery"
8258,40000000,58662452,Honey I Blew Up the Kid,1992,"Science Fiction, Comedy, Family, Adventure"
8259,0,105232691,Sneakers,1992,"Comedy, Adventure, Drama, Thriller, Action"
8260,1000000,2019469,Bad Lieutenant,1992,"Crime, Drama"
8261,14000000,159157447,Unforgiven,1992,Western
8262,31000000,231605150,Sister Act,1992,"Music, Comedy"
8263,0,90753806,White Men Can't Jump,1992,"Drama, Comedy"
8264,47000000,7191399,1492: Conquest of Paradise,1992,"Action, History, Adventure, Drama"
8265,8000000,17092453,Pet Sematary II,1992,Horror
8266,31000000,134095253,Scent of a Woman,1992,Drama
8267,15000000,44065653,Passenger 57,1992,"Adventure, Thriller, Action"
8268,3000000,242623,Braindead,1992,"Comedy, Horror"
8269,8000000,6739141,Fortress,1992,"Action, Thriller, Science Fiction"
8270,0,43440294,A River Runs Through It,1992,Drama
8271,25000000,411006740,The Bodyguard,1992,"Romance, Action, Music, Thriller, Drama"
8272,0,0,Romper Stomper,1992,"Drama, Thriller, Action"
8273,0,0,Poison Ivy,1992,Thriller
8274,0,0,Peter's Friends,1992,"Drama, Comedy"
8275,0,27281507,The Muppet Christmas Carol,1992,"Fantasy, Comedy, Drama, Family"
8276,0,70611210,Stop! Or My Mom Will Shoot,1992,"Comedy, Action"
8277,45000000,178051587,Patriot Games,1992,"Crime, Thriller, Drama, Action"
8278,10000000,50752337,The Mighty Ducks,1992,"Family, Comedy"
8279,10000000,4160851,Twin Peaks: Fire Walk with Me,1992,"Mystery, Drama"
8280,8000000,21706101,The Player,1992,"Drama, Comedy"
8281,5000000,12534961,Hellraiser III: Hell on Earth,1992,"Horror, War, Thriller"
8282,34000000,48169908,Malcolm X,1992,"Drama, History"
8283,4000000,0,Orlando,1992,"Fantasy, Romance, Drama"
8284,0,14715067,School Ties,1992,Drama
8285,0,23278931,Toys,1992,"Fantasy, Science Fiction, Comedy"
8286,0,25966555,Howards End,1992,"Romance, Drama"
8287,40000000,75505856,The Last of the Mohicans,1992,"History, Action, Adventure, Drama, Romance"
8288,220000,2040920,El Mariachi,1992,"Thriller, Crime, Action"
8289,11700000,88036683,The Hand that Rocks the Cradle,1992,"Thriller, Drama"
8290,5000000,1862805,Bitter Moon,1992,"Thriller, Drama, Romance"
8291,0,0,Freejack,1992,Science Fiction
8292,4000000,0,Baraka,1992,Documentary
8293,42000000,0,Hero,1992,"Drama, Thriller, Comedy, Mystery"
8294,27000000,14683921,City of Joy,1992,Drama
8295,0,7532911,Damage,1992,"Romance, Drama"
8296,0,28590665,Final Analysis,1992,"Romance, Drama, Thriller"
8297,0,128000000,Forever Young,1992,"Adventure, Drama, Science Fiction, Fantasy, Romance"
8298,0,21621000,Shining Through,1992,"Thriller, Drama, Romance"
8299,40000000,107458785,A League of Their Own,1992,"Family, Comedy, Drama"
8300,0,5101632,Of Mice and Men,1992,Drama
8301,0,754935,Love Potion No. 9,1992,"Comedy, Romance"
8302,11000000,64088552,My Cousin Vinny,1992,"Drama, Comedy"
8303,0,14110589,Cool World,1992,"Fantasy, Animation, Comedy"
8304,3705538,62548947,The Crying Game,1992,"Crime, Romance, Drama, Thriller"
8305,0,32710894,FernGully: The Last Rainforest,1992,"Family, Science Fiction, Animation, Fantasy"
8306,40000000,70100000,Boomerang,1992,"Drama, Comedy, Romance"
8307,10000000,32101000,The Lawnmower Man,1992,"Thriller, Science Fiction, Horror"
8308,6000000,25792310,Candyman,1992,"Horror, Thriller, Drama"
8309,0,0,Chaplin,1992,Drama
8310,40000000,0,Medicine Man,1992,Adventure
8311,0,0,Beyond The Law,1992,"Thriller, Drama"
8312,0,0,Housesitter,1992,"Comedy, Romance"
8313,23000000,57138719,Unlawful Entry,1992,"Thriller, Crime"
8314,24000000,22518097,Captain Ron,1992,"Action, Family, Comedy, Adventure"
8315,40000000,14358033,Memoirs of an Invisible Man,1992,"Fantasy, Action, Comedy, Drama, Science Fiction"
8316,0,0,The Power of One,1992,Drama
8318,10000000,14356479,Rapid Fire,1992,"Action, Thriller"
8319,0,0,Encino Man,1992,"Comedy, Family"
8320,0,0,Buffy the Vampire Slayer,1992,"Horror, Comedy, Action"
8321,0,0,Thunderheart,1992,"Crime, Thriller, Mystery, Action, Adventure"
8322,0,25105517,The Cutting Edge,1992,"Romance, Comedy, Drama"
8323,60000000,137783840,Far and Away,1992,"Adventure, Romance, Drama, Western"
8324,35000000,4651977,Radio Flyer,1992,Drama
8325,5000000,20146880,Juice,1992,"Drama, Thriller, Crime, Action"
8326,0,18472850,Singles,1992,"Music, Romance, Comedy, Drama"
8327,10000000,8359717,Seong lung wui,1992,"Foreign, Action, Comedy"
8328,0,9,Gladiator,1992,"Drama, Action"
8329,0,46434570,The Distinguished Gentleman,1992,Comedy
8330,16000000,48017402,Single White Female,1992,Thriller
8331,8000000,0,Dust Devil,1992,"Horror, Thriller, Mystery"
8332,0,0,Wuthering Heights,1992,"Drama, Romance"
8333,0,0,American Me,1992,"Romance, Drama, Crime"
8334,0,20000000,Mr. Baseball,1992,"Romance, Comedy"
8335,0,0,Critters 4,1992,"Science Fiction, Horror, Thriller, Comedy"
8336,0,0,A Stranger Among Us,1992,"Crime, Romance, Drama"
8337,0,8403433,Dr. Giggles,1992,"Thriller, Horror, Comedy, Mystery"
8338,0,30524763,Sleepwalkers,1992,"Thriller, Fantasy, Horror"
8339,0,22697691,Prelude to a Kiss,1992,"Comedy, Drama, Romance"
8340,0,0,3 Ninjas,1992,"Adventure, Action, Family, Comedy"
8341,0,0,Split Second,1992,"Action, Thriller, Science Fiction, Crime, Horror"
8342,20000000,11390479,Jennifer Eight,1992,"Crime, Mystery, Drama"
8343,0,0,Leap of Faith,1992,"Romance, Comedy, Drama"
8344,25000000,0,Honeymoon in Vegas,1992,"Comedy, Action, Thriller, Romance"
8345,0,0,Knight Moves,1992,"Thriller, Mystery"
8346,0,0,White Sands,1992,"Mystery, Action, Thriller, Drama, Crime"
8347,0,0,Tom and Jerry: The Movie,1992,"Family, Animation"
8348,0,0,Deep Cover,1992,"Thriller, Action, Crime"
8349,15000000,0,Newsies,1992,"Music, Drama, Family"
8350,17000000,4836637,Diggstown,1992,"Comedy, Drama, Action"
8351,0,6742168,The Mambo Kings,1992,"Music, Drama"
8352,12000000,37170057,Raising Cain,1992,"Crime, Drama, Thriller, Horror"
8353,0,0,Trespass,1992,"Thriller, Action, Adventure, Crime"
8354,0,0,Husbands and Wives,1992,"Romance, Drama, Comedy"
8355,0,0,Nemesis,1992,"Science Fiction, Thriller"
8356,0,0,Kuffs,1992,"Crime, Action, Comedy"
8357,0,0,Innocent Blood,1992,"Comedy, Crime, Horror, Thriller"
8358,0,17530973,The Babe,1992,Drama
8359,0,0,Sidekicks,1992,"Adventure, Action, Drama, Family"
8360,0,1666511,Un CÅ“ur en Hiver,1992,"Romance, Drama"
8361,17000000,0,Mo' Money,1992,"Romance, Crime, Thriller, Comedy, Action"
8362,35000000,0,Hoffa,1992,"History, Crime"
8363,0,0,Belle Ã‰poque,1992,"Comedy, Drama, Romance, Foreign"
8364,0,7286388,Lorenzo's Oil,1992,Drama
8367,3000000,33946224,Strictly Ballroom,1992,"Comedy, Drama, Romance"
8368,0,0,LadyBugs,1992,"Comedy, Family"
8369,0,0,Stay Tuned,1992,"Fantasy, Comedy"
8371,0,0,Blown Away,1992,"Romance, Drama, Thriller"
8373,0,0,Mom and Dad Save the World,1992,"Science Fiction, Adventure, Family, Comedy"
8375,18000000,389925971,Raiders of the Lost Ark,1981,"Action, Adventure"
8376,2800000,26279000,Private Lessons,1981,"Romance, Comedy"
8377,28000000,195312802,For Your Eyes Only,1981,"Thriller, Adventure, Action"
8378,12000000,29800000,The Fox and the Hound,1981,"Family, Drama, Adventure, Animation"
8379,2000000,24600832,Mad Max 2,1981,"Thriller, Action, Adventure, Science Fiction"
8380,11000000,31672907,History of the World: Part I,1981,Comedy
8381,10000000,31973249,An American Werewolf in London,1981,"Comedy, Horror"
8382,9300000,0,Heavy Metal,1981,"Animation, Science Fiction"
8383,350000,29400000,The Evil Dead,1981,Horror
8384,6000000,50000000,Escape from New York,1981,"Action, Science Fiction"
8385,0,34967437,Excalibur,1981,Adventure
8386,0,19255967,On Golden Pond,1981,Drama
8387,5500000,58972904,Chariots of Fire,1981,"Drama, History"
8388,1250000,21722776,Friday the 13th Part 2,1981,"Thriller, Horror"
8389,0,0,Southern Comfort,1981,"Action, Thriller, History, Drama"
8390,0,5732587,Gallipoli,1981,"War, Adventure, Drama, History"
8391,2500000,25533818,Halloween II,1981,"Thriller, Horror"
8392,12000000,0,The Postman Always Rings Twice,1981,"Drama, Romance, Crime"
8393,7000000,95461682,Arthur,1981,"Romance, Drama, Comedy"
8394,1750000,100000,Road Games,1981,"Mystery, Thriller, Horror"
8395,0,0,Endless Love,1981,"Romance, Drama"
8396,4000000,125728258,Porky's,1981,Comedy
8397,32000000,40382659,Reds,1981,"History, Drama"
8398,18000000,72179579,The Cannonball Run,1981,Comedy
8399,12000000,40716963,Absence of Malice,1981,"Romance, Drama, Thriller"
8400,5000000,42365581,Time Bandits,1981,"Science Fiction, Family, Adventure, Comedy, Fantasy"
8401,4100000,14225876,Scanners,1981,"Thriller, Science Fiction, Horror"
8402,0,0,Victory,1981,"Drama, Action"
8403,0,4300000,Thief,1981,"Action, Crime, Thriller, Drama"
8404,145786,0,Piranha Part Two: The Spawning,1981,"Drama, Horror, Romance"
8405,10000000,85300000,Stripes,1981,"Action, Comedy"
8406,16000000,17374595,Outland,1981,Science Fiction
8408,0,20471382,Omen III: The Final Conflict,1981,"Thriller, Horror, Drama"
8409,3000000,216166,Dead & Buried,1981,"Mystery, Horror"
8410,18000000,12000000,Blow Out,1981,"Thriller, Mystery, Drama"
8411,0,0,Queen - Rock Montreal,1981,Music
8412,0,0,Death Hunt,1981,"Action, Drama"
8413,0,0,Garde Ã  vue,1981,"Drama, Thriller, Crime, Mystery"
8414,0,0,Ragtime,1981,Drama
8415,18000000,6000000,Dragonslayer,1981,Fantasy
8416,0,0,Nice Dreams,1981,Comedy
8417,0,2689068,The French Lieutenant's Woman,1981,"Romance, Drama"
8418,1000000,17985893,The Howling,1981,"Drama, Horror"
8419,5000000,19905359,Nighthawks,1981,"Crime, Thriller, Action"
8420,0,0,My Dinner with AndrÃ©,1981,"Comedy, Drama"
8421,14000000,35856053,Taps,1981,Drama
8422,62000,0,Ms .45,1981,"Drama, Thriller, Horror, Crime"
8423,0,18000000,Eye of the Needle,1981,"Drama, Action, Thriller, Romance"
8424,0,0,Cannibal Ferox,1981,"Adventure, Horror"
8425,15000000,41092328,Clash of the Titans,1981,"Fantasy, Adventure, Family"
8427,0,0,The Great Muppet Caper,1981,"Comedy, Crime, Family"
8428,3000000,0,Cutter's Way,1981,"Crime, Mystery, Thriller, Drama"
8429,0,35610100,Sharky's Machine,1981,"Crime, Drama, Thriller, Action"
8430,0,0,Student Bodies,1981,"Horror, Comedy, Mystery"
8431,700000,0,Galaxy of Terror,1981,"Adventure, Action, Horror, Science Fiction"
8432,0,0,Condorman,1981,"Action, Comedy, Adventure"
8433,0,0,Ghost Story,1981,"Drama, Thriller, Horror"
8434,1500000,0,The Burning,1981,"Thriller, Horror"
8435,0,0,Happy Birthday to Me,1981,"Drama, Mystery, Thriller, Horror"
8436,0,0,The Funhouse,1981,Horror
8437,0,0,"Bianco, rosso e Verdone",1981,Comedy
8438,0,0,Looker,1981,"Science Fiction, Thriller"
8439,0,0,Caveman,1981,"Adventure, Comedy"
8440,0,0,Hell Night,1981,Horror
8441,2200000,0,My Bloody Valentine,1981,"Thriller, Horror, Mystery"
8442,0,0,Mommie Dearest,1981,Drama
8443,17000000,0,Wolfen,1981,"Horror, Thriller, Drama"
8444,8500000,29916207,Neighbors,1981,Comedy
8445,0,0,Dark Night of the Scarecrow,1981,"Horror, Mystery, TV Movie"
8446,0,6000000,American Pop,1981,"Animation, Music"
8447,100000,0,The Decline of Western Civilization,1981,"Documentary, Music"
8448,0,0,Gregory's Girl,1981,"Comedy, Romance"
8449,0,0,Bloody Birthday,1981,"Horror, Thriller"
8450,0,0,The Incredible Shrinking Woman,1981,"Science Fiction, Comedy, Family"
8451,0,15578237,Continental Divide,1981,"Comedy, Romance"
8453,1000000,0,The Prowler,1981,"Mystery, Horror, Thriller"
8454,0,0,Enter the Ninja,1981,"Drama, Crime, Action"
8455,0,0,Prince of the City,1981,"Thriller, Drama, Crime"
8457,75000000,816969268,Independence Day,1996,"Action, Science Fiction, Adventure"
8458,80000000,457696359,Mission: Impossible,1996,"Adventure, Action, Thriller"
8459,4000000,16491080,Trainspotting,1996,"Drama, Crime"
8460,7000000,60611975,Fargo,1996,"Drama, Thriller, Crime"
8461,75000000,335062621,The Rock,1996,"Thriller, Action, Adventure"
8462,70000000,101371017,Mars Attacks!,1996,"Science Fiction, Comedy, Fantasy"
8463,14500000,147298761,Romeo + Juliet,1996,"Drama, Romance"
8464,100000000,100138851,The Hunchback of Notre Dame,1996,"Family, Fantasy, Animation"
8465,0,0,Aladdin and the King of Thieves,1996,"Animation, Adventure, Family"
8466,80000000,230000000,Space Jam,1996,"Drama, Family, Animation, Comedy, Fantasy"
8467,100000000,242295562,Eraser,1996,"Thriller, Action, Drama, Mystery"
8468,54000000,320689294,101 Dalmatians,1996,"Comedy, Family"
8469,32000000,152036382,Phenomenon,1996,"Romance, Drama, Fantasy, Science Fiction"
8470,19000000,25836616,From Dusk Till Dawn,1996,"Action, Horror, Crime, Thriller"
8471,40000000,152266007,A Time to Kill,1996,"Crime, Drama, Thriller"
8472,46000000,150000000,Star Trek: First Contact,1996,"Adventure, Thriller, Science Fiction, Action"
8473,12000000,41205099,Happy Gilmore,1996,Comedy
8474,60000000,129832389,Jingle All the Way,1996,"Family, Comedy"
8475,14000000,173046663,Scream,1996,"Crime, Horror, Mystery"
8476,65000000,89456761,The Long Kiss Goodnight,1996,"Crime, Drama, Action, Mystery, Thriller"
8477,50000000,273552592,Jerry Maguire,1996,"Comedy, Romance, Drama"
8478,36000000,33459416,Matilda,1996,"Family, Fantasy, Comedy"
8479,57000000,115267375,DragonHeart,1996,Fantasy
8480,54000000,128769345,The Nutty Professor,1996,"Romance, Comedy, Fantasy, Science Fiction"
8481,80000000,159212469,Daylight,1996,"Thriller, Adventure, Action"
8482,30000000,57400547,The Quest,1996,"Action, Adventure"
8483,50000000,60209334,Chain Reaction,1996,Adventure
8484,27000000,231976425,The English Patient,1996,"Drama, War, Romance"
8485,55000000,121969216,Executive Decision,1996,"Adventure, Drama, Thriller, Action"
8486,92000000,494471524,Twister,1996,"Action, Adventure, Drama"
8487,80000000,309492681,Ransom,1996,"Thriller, Action"
8488,0,22955097,D3: The Mighty Ducks,1996,"Action, Family, Drama, Comedy"
8489,47000000,102825796,The Cable Guy,1996,"Thriller, Comedy, Drama"
8490,44000000,165615285,Sleepers,1996,"Drama, Thriller, Crime"
8491,30000000,29359216,The Frighteners,1996,"Comedy, Horror"
8492,50000000,150270147,Broken Arrow,1996,"Thriller, Action, Drama, Adventure"
8493,10000000,0,Crash,1996,"Romance, Thriller, Drama"
8494,50000000,42277365,Escape from L.A.,1996,"Thriller, Action, Science Fiction, Adventure"
8495,36000000,20300385,The People vs. Larry Flynt,1996,Drama
8496,25000000,14048372,The Arrival,1996,"Mystery, Thriller, Science Fiction, Action"
8497,4500000,7011317,Bound,1996,"Romance, Drama, Crime, Thriller"
8498,200000,4505922,Swingers,1996,"Comedy, Romance"
8499,50000000,113309743,Striptease,1996,"Crime, Drama, Thriller"
8500,55000000,18626419,The Fan,1996,"Drama, Mystery, Thriller"
8501,45000000,58620973,Jack,1996,"Science Fiction, Comedy, Drama"
8502,30000000,102616183,Primal Fear,1996,"Thriller, Drama, Mystery, Crime"
8503,0,3793614,Barb Wire,1996,"Science Fiction, Action"
8504,46000000,100860818,Courage Under Fire,1996,"Mystery, War, Drama, Thriller"
8505,20000000,0,Everyone Says I Love You,1996,"Drama, Romance, Comedy"
8506,0,34585416,That Thing You Do!,1996,"Comedy, Drama"
8507,0,0,Thinner,1996,"Thriller, Horror"
8508,0,0,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,1996,Comedy
8509,0,0,2 Days in the Valley,1996,"Crime, Comedy"
8510,9000000,41590886,Set  It Off,1996,"Action, Crime, Drama"
8511,0,3692836,The Portrait of a Lady,1996,"Romance, Drama"
8512,15000000,24769466,The Craft,1996,"Fantasy, Thriller, Drama, Horror"
8513,0,0,House Arrest,1996,"Comedy, Family"
8514,0,97529550,One Fine Day,1996,"Romance, Comedy"
8515,4000000,16675000,Hellraiser: Bloodline,1996,"Horror, Thriller, Science Fiction"
8516,0,0,Down Periscope,1996,Comedy
8517,27000000,25023434,Kingpin,1996,Comedy
8518,40000000,48093211,The Preacher's Wife,1996,"Comedy, Drama, Romance, Fantasy, Science Fiction"
8519,0,258263,Foxfire,1996,"Action, Drama, Thriller"
8520,45000000,0,The Glimmer Man,1996,"Action, Crime, Adventure, Drama, Thriller"
8521,25000000,22611954,Bulletproof,1996,"Comedy, Adventure, Action, Thriller"
8522,0,0,The Truth About Cats & Dogs,1996,"Romance, Comedy"
8523,15000000,5,Bordello of Blood,1996,"Comedy, Horror"
8524,55000000,141047179,Evita,1996,"Music, Drama, History"
8525,0,0,Head Above Water,1996,"Thriller, Comedy"
8526,0,0,City Hall,1996,"Drama, Thriller"
8527,0,0,Fear,1996,"Drama, Thriller, Romance"
8528,7000000,14702438,Flirting with Disaster,1996,"Romance, Comedy"
8529,0,1500000,Beautiful Thing,1996,"Romance, Drama, Comedy"
8530,6000000,0,Albino Alligator,1996,"Thriller, Drama, Crime"
8531,45000000,0,Multiplicity,1996,"Comedy, Science Fiction, Fantasy"
8533,0,0,Hak Hap,1996,Action
8534,0,0,The Substitute,1996,"Action, Thriller"
8535,67000000,47267001,Last Man Standing,1996,"Action, Crime, Drama, Thriller"
8536,25000000,51702483,Maximum Risk,1996,"Adventure, Thriller, Action"
8537,25000000,17193231,Fled,1996,"Comedy, Action, Thriller"
8538,0,0,The Associate,1996,Comedy
8539,0,0,Two Much,1996,"Romance, Comedy"
8540,3500000,9482579,She's the One,1996,"Romance, Comedy"
8541,0,0,Jane Eyre,1996,"Romance, Drama"
8542,20000000,0,Eye for an Eye,1996,"Drama, Thriller"
8543,12000000,0,Beavis and Butt-Head Do America,1996,"Comedy, Animation"
8544,13000000,17917287,The Crow: City of Angels,1996,"Thriller, Action, Fantasy"
8545,25000000,0,The Crucible,1996,"History, Drama"
8546,0,0,Poison Ivy II: Lily,1996,"Drama, Romance, Thriller"
8547,7000000,560069,Bottle Rocket,1996,"Drama, Crime, Comedy"
8548,38000000,28921264,James and the Giant Peach,1996,"Animation, Family, Adventure"
8549,0,34327391,Muppet Treasure Island,1996,"Music, Adventure, Family, Comedy, Action"
8550,6000000,22231658,Emma,1996,"Romance, Comedy, Drama"
8551,0,185260553,The Birdcage,1996,Comedy
8552,45000000,53854588,Tin Cup,1996,"Drama, Comedy, Romance"
8553,0,21302121,High School High,1996,Comedy
8554,26000000,116400000,The First Wives Club,1996,Comedy
8555,0,0,The Land Before Time IV: Journey Through the Mists,1996,"Animation, Adventure, Family"
8556,3000000,4109095,Kama Sutra - A Tale of Love,1996,"Drama, Romance, History"
8557,1000000,24475416,Sling Blade,1996,Drama
8558,4500000,13417292,Secrets & Lies,1996,Drama
8559,0,0,Marvin's Room,1996,Drama
8560,0,19030691,Bed of Roses,1996,"Romance, Drama"
8561,0,0,Fly Away Home,1996,"Drama, Action, Family, Adventure"
8562,26000000,0,Blood and Wine,1996,"Crime, Drama, Thriller"
8563,47000000,12379402,Mary Reilly,1996,"Romance, Thriller, Horror, Drama"
8564,0,32709423,Homeward Bound II: Lost in San Francisco,1996,"Family, Adventure, Comedy, Drama"
8565,50000000,75000000,The Ghost and the Darkness,1996,Adventure
8566,0,0,Twelfth Night,1996,"Comedy, Drama, Romance"
8567,0,1814290,I Shot Andy Warhol,1996,Drama
8568,18000000,0,Unforgettable,1996,"Mystery, Thriller, Science Fiction, Drama"
8569,0,0,Shine,1996,Drama
8570,0,0,Bullet,1996,"Action, Drama, Thriller"
8571,30000000,0,Larger Than Life,1996,"Family, Comedy"
8572,7000000,405000,Jude,1996,"Drama, Romance"
8573,0,0,Hamlet,1996,Drama
8574,44000000,0,The Juror,1996,"Thriller, Drama"
8575,5000000,13269963,Lone Star,1996,"Romance, Drama, Mystery"
8576,25530000,20080020,Flipper,1996,"Adventure, Family"
8577,0,0,Big Night,1996,Drama
8578,0,0,A Very Brady Sequel,1996,Comedy
8579,0,2409225,Lawnmower Man 2: Beyond Cyberspace,1996,"Science Fiction, Action"
8580,0,0,Beautiful Girls,1996,"Comedy, Drama, Romance"
8581,0,0,Stealing Beauty,1996,"Drama, Romance"
8582,25000000,0,Heaven's Prisoners,1996,"Mystery, Thriller, Drama"
8583,0,0,Mulholland Falls,1996,"Thriller, Mystery, Drama"
8584,4000000,0,Tremors 2: Aftershocks,1996,"Action, Horror, Science Fiction, Comedy"
8585,20000000,0,Kazaam,1996,"Family, Science Fiction, Comedy, Fantasy"
8586,50000000,22540359,The Chamber,1996,"Drama, Thriller"
8587,38000000,10300000,White Squall,1996,"Action, Drama"
8588,0,0,Sgt. Bilko,1996,"Family, Comedy"
8589,3000000,0,Freeway,1996,"Drama, Thriller, Comedy"
8590,18000000,0,Spy Hard,1996,"Action, Comedy"
8591,0,0,Feeling Minnesota,1996,"Drama, Comedy, Thriller, Action"
8592,35000000,0,Before and After,1996,"Thriller, Drama"
8593,45000000,17300889,The Phantom,1996,"Adventure, Action"
8594,0,0,The Adventures of Pinocchio,1996,"Animation, Fantasy, Family"
8595,15000000,0,Bio-Dome,1996,Comedy
8596,0,0,My Fellow Americans,1996,"Drama, Comedy"
8597,0,119718203,Michael,1996,"Fantasy, Comedy, Drama"
8598,38000000,17380126,Extreme Measures,1996,"Thriller, Drama"
8599,0,32,Black Sheep,1996,Comedy
8600,0,8620678,All Dogs Go to Heaven 2,1996,"Romance, Family, Adventure, Fantasy, Animation"
8601,0,0,The Great White Hype,1996,"Drama, Comedy"
8602,28000000,16900000,Michael Collins,1996,"Drama, Thriller"
8603,17000000,0,Carpool,1996,"Comedy, Family"
8604,0,0,The Stupids,1996,"Comedy, Family"
8605,42000000,0,The Mirror Has Two Faces,1996,"Comedy, Romance, Drama"
8606,60000000,0,Up Close & Personal,1996,"Romance, Drama"
8607,0,0,Wish Upon a Star,1996,"Comedy, Family, Fantasy"
8608,0,0,Looking For Richard,1996,Documentary
8609,0,0,Darkman III: Die Darkman Die,1996,"Science Fiction, Action, Thriller"
8610,0,0,Brassed Off,1996,"Drama, Romance, Comedy"
8611,28000000,0,Gulliver's Travels,1996,"Adventure, Fantasy, Family"
8612,3000000,222559,Hard Eight,1996,"Drama, Thriller"
8615,5000000,42000000,Doctor Who,1996,"Adventure, TV Movie, Drama, Science Fiction"
8617,25000000,0,Space Truckers,1996,"Science Fiction, Thriller, Comedy, Adventure"
8618,0,0,In Love and War,1996,"Romance, Drama"
8619,0,0,Eddie,1996,"Action, Comedy"
8620,0,0,Kids in the Hall: Brain Candy,1996,Comedy
8621,3000000,2503829,Ridicule,1996,"Drama, Romance, Comedy"
8622,40000000,49627779,The Island of Dr. Moreau,1996,"Horror, Science Fiction, Fantasy"
8623,17500000,0,JÃ¤garna,1996,"Mystery, Thriller, Crime"
8624,0,0,First Kid,1996,"Comedy, Family"
8625,0,0,Children of the Corn IV: The Gathering,1996,Horror
8626,0,0,Diabolique,1996,"Drama, Thriller, Horror, Mystery"
8627,23000000,0,Alaska,1996,"Adventure, Family, Drama"
8628,15000000,76382,Silent Trigger,1996,"Action, Thriller, Drama"
8629,0,0,Dunston Checks In,1996,"Adventure, Family, Comedy"
8630,13000000,0,Titanic,1996,"Drama, Romance, Action"
8631,8000000,0,The Pallbearer,1996,"Comedy, Romance"
8632,2500000,0,The Dentist,1996,"Thriller, Horror"
8633,0,0,Irma Vep,1996,"Horror, Drama, Comedy"
8634,3000000,153155,Citizen Ruth,1996,"Comedy, Drama"
8635,0,0,Leprechaun 4: In Space,1996,"Fantasy, Horror, Comedy, Science Fiction"
